100000 500 50 10 10
11 62 77 76 96 10
11 67 43 75 66 10
11 68 54 27 32 10
11 75 3 77 97 10
11 77 25 64 77 10
11 82 79 71 47 10
11 83 5 4 63 10
11 89 4 62 60 10
11 97 26 79 68 10
11 97 27 9 90 10
12 1 16 96 87 10
12 1 45 1 71 10
12 8 80 84 20 10
12 22 47 46 9 10
12 23 22 40 74 10
12 31 90 4 80 10
12 36 45 34 75 10
12 38 46 43 0 10
12 42 17 50 44 10
12 48 13 91 79 10
12 50 83 58 13 10
12 52 81 50 49 10
12 58 77 72 81 10
12 87 56 29 46 10
12 87 73 2 44 10
12 89 15 46 33 10
12 89 26 41 19 10
12 89 27 95 65 10
12 92 20 90 92 10
12 97 18 1 87 10
13 4 45 29 95 10
13 19 25 66 79 10
13 22 37 14 95 10
13 32 65 80 67 10
13 41 90 3 74 10
13 46 30 70 35 10
13 50 77 3 85 10
13 58 75 42 58 10
13 68 27 39 99 10
13 82 83 85 75 10
13 84 78 33 29 10
13 90 9 57 79 10
13 93 14 0 96 10
14 7 19 38 53 10
14 19 42 10 1 10
14 24 17 79 65 10
14 25 22 47 2 10
14 29 39 9 24 10
14 30 51 8 28 10
14 34 56 71 17 10
14 35 77 31 52 10
14 37 20 80 92 10
14 37 79 2 97 10
14 39 64 34 14 10
14 58 74 60 42 10
14 62 83 83 12 10
14 72 4 46 99 10
14 88 56 10 89 10
14 92 10 85 5 10
14 93 5 53 63 10
14 94 1 35 32 10
14 97 92 71 99 10
15 0 66 96 80 10
15 1 69 83 80 10
15 5 48 98 38 10
15 11 49 43 38 10
15 12 21 83 19 10
15 14 24 5 68 10
15 15 23 2 71 10
15 16 78 87 48 10
15 18 32 98 29 10
15 19 63 61 89 10
15 19 79 98 40 10
15 24 80 59 29 10
15 33 80 10 12 10
15 41 78 15 10 10
15 69 51 48 89 10
15 72 53 92 57 10
15 83 43 8 13 10
15 84 96 74 15 10
15 88 36 29 89 10
15 90 1 22 96 10
15 91 26 1 65 10
15 96 36 49 72 10
16 10 32 51 92 10
16 14 28 29 8 10
16 14 60 36 97 10
16 22 84 77 16 10
16 34 23 52 62 10
16 37 55 39 68 10
16 40 27 11 25 10
16 41 29 78 36 10
16 42 9 86 73 10
16 44 77 94 62 10
16 52 16 9 94 10
16 56 40 69 45 10
16 68 5 50 91 10
16 71 18 22 88 10
16 78 15 23 25 10
16 78 24 58 66 10
16 89 7 98 85 10
16 92 82 46 40 10
16 97 10 20 6 10
16 97 51 64 53 10
17 7 32 81 50 10
17 19 23 43 61 10
17 23 60 76 10 10
17 25 79 68 79 10
17 29 45 81 86 10
17 31 43 56 6 10
17 38 68 9 17 10
17 40 29 19 7 10
17 48 22 61 70 10
17 57 15 37 59 10
17 70 26 98 49 10
17 84 37 15 31 10
17 90 58 65 31 10
17 91 29 27 98 10
17 98 72 62 66 10
18 0 67 20 5 10
18 30 70 50 81 10
18 34 52 69 92 10
18 34 62 44 30 10
18 50 27 1 88 10
18 55 25 10 94 10
18 55 27 1 57 10
18 81 94 62 63 10
18 86 13 56 44 10
18 90 29 87 53 10
18 90 76 40 25 10
18 94 26 68 50 10
18 95 26 53 21 10
19 0 54 40 62 10
19 4 24 66 86 10
19 7 26 80 50 10
19 13 71 2 96 10
19 14 53 31 18 10
19 17 19 45 98 10
19 21 22 63 10 10
19 31 30 47 95 10
19 34 25 60 62 10
19 44 75 35 47 10
19 44 75 43 6 10
19 45 25 20 17 10
19 46 49 60 19 10
19 53 38 39 16 10
19 64 27 24 7 10
19 64 40 68 23 10
19 75 39 8 33 10
19 88 0 0 86 10
19 91 52 77 61 10
19 91 99 56 45 10
19 92 4 72 76 10
19 93 91 58 23 10
19 98 25 83 23 10
19 99 33 77 56 10
20 6 36 67 28 10
20 7 45 88 30 10
20 11 18 59 88 10
20 11 43 25 4 10
20 12 19 5 59 10
20 12 59 45 44 10
20 18 32 29 27 10
20 20 68 77 91 10
20 20 71 43 16 10
20 28 52 81 71 10
20 29 57 92 62 10
20 34 34 76 68 10
20 48 32 99 77 10
20 50 86 36 90 10
20 52 73 62 39 10
20 56 38 69 95 10
20 59 92 33 11 10
20 66 30 25 63 10
20 79 30 58 89 10
20 80 16 46 94 10
20 88 27 99 41 10
20 91 1 5 75 10
20 93 89 3 1 10
21 5 37 16 74 10
21 10 74 71 51 10
21 12 76 61 88 10
21 17 62 44 6 10
21 24 24 46 25 10
21 25 29 32 71 10
21 26 64 87 94 10
21 28 83 44 6 10
21 29 25 24 84 10
21 29 69 70 92 10
21 37 42 57 67 10
21 40 59 79 34 10
21 42 98 98 50 10
21 46 62 99 72 10
21 46 69 56 64 10
21 51 15 51 57 10
21 55 0 30 96 10
21 56 77 41 68 10
21 76 12 93 39 10
21 81 83 33 43 10
21 88 8 73 40 10
21 90 10 38 56 10
21 96 83 45 56 10
22 0 36 24 4 10
22 4 99 10 90 10
22 6 69 76 16 10
22 14 39 49 41 10
22 20 41 21 87 10
22 20 67 9 82 10
22 23 38 54 69 10
22 23 85 83 96 10
22 24 52 61 87 10
22 26 43 38 5 10
22 27 23 71 84 10
22 28 25 75 32 10
22 35 75 21 85 10
22 43 70 35 25 10
22 46 42 46 33 8
22 48 15 95 43 10
22 50 77 73 69 10
22 50 83 34 97 10
22 54 11 51 62 10
22 59 79 1 64 10
22 81 87 43 50 10
22 86 30 45 14 10
22 93 42 34 5 10
22 98 47 34 49 10
23 7 34 80 35 10
23 8 28 60 4 10
23 8 42 41 33 10
23 8 81 18 71 10
23 12 30 85 60 10
23 16 74 63 18 10
23 18 31 70 67 10
23 19 59 78 49 10
23 23 26 52 21 10
23 30 43 43 8 10
23 40 84 20 30 10
23 42 35 57 47 10
23 52 14 29 90 10
23 54 7 44 27 10
23 55 72 80 29 10
23 59 6 49 39 10
23 69 4 34 98 10
23 76 30 46 97 10
23 81 27 30 69 10
23 84 16 16 92 10
23 88 60 55 92 10
23 89 95 94 44 10
23 94 26 13 58 10
23 94 89 36 84 10
23 96 75 34 89 10
23 98 55 13 93 10
23 99 70 52 42 10
24 0 59 44 99 10
24 0 60 4 22 10
24 12 60 49 43 10
24 15 25 29 9 10
24 16 69 73 83 10
24 18 54 47 2 10
24 26 27 71 97 10
24 29 31 77 16 10
24 33 61 92 12 10
24 34 53 44 72 10
24 39 54 65 52 10
24 41 33 94 56 10
24 42 70 46 29 10
24 44 44 67 96 10
24 53 10 43 32 10
24 65 22 34 21 10
24 65 29 95 34 10
24 69 32 74 62 10
24 69 97 18 20 10
24 74 15 51 58 10
24 79 4 52 73 10
24 81 43 32 0 10
24 81 45 78 59 10
24 82 15 88 43 10
24 87 14 63 62 10
24 88 6 27 2 10
24 88 26 74 9 10
24 99 61 47 99 10
25 2 60 77 6 10
25 3 33 90 87 10
25 9 85 16 25 10
25 12 64 5 75 10
25 18 33 80 52 10
25 29 66 64 19 10
25 31 30 30 91 10
25 42 29 70 66 10
25 43 12 26 12 10
25 45 4 52 66 10
25 51 7 88 50 10
25 52 38 60 57 10
25 57 29 44 64 10
25 58 30 84 87 10
25 64 62 35 91 10
25 72 24 80 78 10
25 87 40 69 98 10
25 91 0 69 32 10
25 93 43 95 32 10
25 93 85 53 83 10
26 7 34 59 34 10
26 11 18 24 95 10
26 13 35 21 10 10
26 14 66 13 5 10
26 29 89 85 61 10
26 30 71 63 3 10
26 32 48 96 90 10
26 36 66 83 16 10
26 40 82 33 98 10
26 41 58 29 7 10
26 53 89 66 26 10
26 59 91 48 71 10
26 68 12 79 76 10
26 79 19 26 37 10
26 80 96 66 15 10
26 81 82 51 26 10
26 82 26 8 19 10
26 82 56 95 34 10
26 86 11 65 89 10
26 98 4 21 15 10
27 15 42 25 65 10
27 16 58 75 26 10
27 17 96 40 1 10
27 20 64 54 41 10
27 24 85 1 25 10
27 36 83 65 76 10
27 37 72 38 90 10
27 38 78 1 93 10
27 39 74 46 92 10
27 40 56 51 54 10
27 43 65 52 23 10
27 53 74 60 98 10
27 65 36 42 96 10
27 75 33 26 49 10
27 88 2 74 85 10
27 90 21 69 34 10
27 90 41 59 81 10
27 96 70 25 26 10
27 97 81 46 38 10
28 3 64 64 44 10
28 4 28 70 63 10
28 4 55 33 2 10
28 9 64 73 50 10
28 15 36 22 95 10
28 18 64 5 3 10
28 23 70 55 0 10
28 25 62 91 39 10
28 27 85 56 99 10
28 29 98 18 10 10
28 30 28 44 90 10
28 45 84 92 52 10
28 57 65 25 1 10
28 59 53 89 55 10
28 63 9 76 35 10
28 73 11 74 11 0
28 77 86 99 53 10
28 79 54 30 26 10
28 87 1 89 17 10
28 91 60 1 8 10
28 92 6 92 50 10
28 92 29 15 19 10
28 93 74 36 86 10
28 96 89 53 90 10
28 97 55 67 75 10
29 0 30 20 92 10
29 4 71 83 31 10
29 10 58 99 84 10
29 15 36 75 43 10
29 16 26 41 2 10
29 18 28 29 6 10
29 18 28 33 77 10
29 19 31 37 92 10
29 31 73 69 89 10
29 32 15 13 15 10
29 48 79 21 59 10
29 51 19 18 0 10
29 54 61 2 85 10
29 55 83 20 26 10
29 56 26 18 32 10
29 60 86 67 48 10
29 65 38 96 41 10
29 68 8 62 67 10
29 72 34 51 91 10
29 74 78 26 15 10
29 82 83 92 70 10
29 88 2 25 9 10
29 88 13 14 97 10
29 89 20 22 1 10
29 89 78 39 21 10
29 93 15 52 17 10
29 93 44 8 17 10
29 98 78 69 19 10
29 99 78 36 55 10
30 19 84 95 5 10
30 21 38 62 98 10
30 21 50 10 6 10
30 26 32 0 68 10
30 29 41 17 1 10
30 36 61 0 1 10
30 38 30 81 35 10
30 43 49 64 29 10
30 46 59 77 33 10
30 52 44 29 21 10
30 56 23 81 69 10
30 73 6 80 21 10
30 84 94 83 56 10
30 90 99 10 20 10
30 99 9 35 26 10
30 99 38 78 66 10
31 10 39 77 37 10
31 17 12 31 19 10
31 19 85 9 72 10
31 25 37 51 57 10
31 27 43 52 48 10
31 28 56 14 0 10
31 33 56 63 70 10
31 40 39 33 89 10
31 41 87 46 55 10
31 44 21 91 91 10
31 51 87 58 55 10
31 53 60 1 73 10
31 57 29 16 19 10
31 77 49 81 70 10
31 84 98 68 99 10
31 87 31 52 4 10
31 87 57 35 81 10
31 88 75 53 96 10
31 96 95 92 20 10
31 97 4 13 98 10
31 97 95 40 60 10
31 99 28 61 47 10
32 3 86 2 7 10
32 7 72 1 83 10
32 8 52 49 1 10
32 11 21 4 78 10
32 12 38 62 17 10
32 15 3 84 7 10
32 27 58 65 49 10
32 41 92 45 25 10
32 43 57 8 41 10
32 55 94 59 78 10
32 70 99 59 33 10
32 74 36 4 18 10
32 74 38 63 61 10
32 76 9 97 38 10
32 76 66 91 16 10
32 77 22 55 21 10
32 78 68 54 90 10
32 80 47 65 91 10
32 83 19 21 83 10
32 87 79 88 11 10
32 88 8 81 81 10
32 88 90 72 5 10
32 95 48 42 53 10
33 0 39 2 65 10
33 0 89 52 90 10
33 5 49 43 28 10
33 15 62 37 43 10
33 32 62 2 98 10
33 33 50 91 63 10
33 41 35 27 0 10
33 41 87 2 59 10
33 49 50 6 25 10
33 51 9 26 25 10
33 54 58 90 54 10
33 66 4 69 22 10
33 68 4 57 53 10
33 83 18 49 29 10
33 83 61 35 73 10
33 89 2 1 95 10
33 90 21 34 46 10
33 93 61 60 4 10
33 93 88 15 73 10
33 95 21 63 90 10
33 98 15 43 99 10
34 0 58 56 40 10
34 8 40 64 82 10
34 12 60 26 7 10
34 13 18 76 93 10
34 40 72 60 62 10
34 43 8 36 70 10
34 53 32 36 26 10
34 53 64 63 13 10
34 55 67 72 45 10
34 82 67 10 79 10
34 89 6 52 14 10
34 98 60 49 35 10
35 0 36 89 18 10
35 3 57 44 93 10
35 4 35 14 87 10
35 7 60 15 0 10
35 16 29 49 79 10
35 20 33 62 85 10
35 23 30 84 73 10
35 24 59 44 94 10
35 36 46 67 77 10
35 36 75 88 29 10
35 39 30 78 56 10
35 43 81 17 97 10
35 59 98 64 51 10
35 60 25 24 75 10
35 62 62 6 70 10
35 72 8 87 66 10
35 76 93 64 30 10
35 90 44 14 26 10
36 8 53 60 78 10
36 23 24 53 8 10
36 26 34 66 9 10
36 26 93 60 34 10
36 30 31 24 30 6
36 35 55 2 95 10
36 46 61 10 5 10
36 51 99 63 23 10
36 55 76 47 46 10
36 69 68 82 57 10
36 71 15 11 96 10
36 75 11 5 6 10
36 81 72 51 5 10
36 85 6 4 25 10
36 87 18 1 90 10
36 98 61 13 67 10
37 8 83 62 8 10
37 10 51 17 7 10
37 16 67 86 59 10
37 17 62 10 89 10
37 18 96 57 45 10
37 20 26 43 9 10
37 25 74 63 65 10
37 39 37 26 73 10
37 44 64 35 3 10
37 53 75 39 93 10
37 62 41 58 33 10
37 63 78 54 79 9
37 78 18 62 99 10
37 78 28 76 41 10
37 78 95 5 36 10
37 82 41 75 98 10
37 88 15 94 35 10
37 91 48 30 5 10
37 95 37 40 83 10
37 97 44 83 87 10
38 11 30 53 51 10
38 14 70 32 86 10
38 20 46 11 30 10
38 21 73 65 37 10
38 22 87 14 8 10
38 23 76 98 90 10
38 28 83 95 2 10
38 29 34 98 3 10
38 42 67 64 71 10
38 48 48 16 5 10
38 51 31 26 72 10
38 67 4 75 76 10
38 74 17 81 67 10
38 80 33 34 15 10
38 84 83 50 96 10
38 93 66 73 5 10
39 1 21 6 40 10
39 19 86 20 7 10
39 27 24 70 77 10
39 33 88 45 90 10
39 37 40 15 92 10
39 43 84 30 90 10
39 48 76 95 37 10
39 56 24 3 85 10
39 72 41 76 83 10
39 74 14 30 39 10
39 83 61 9 31 10
39 84 18 42 8 10
39 87 36 61 55 10
40 7 33 84 86 10
40 7 68 68 20 10
40 10 43 51 15 10
40 14 34 2 66 10
40 15 52 4 20 10
40 18 47 41 83 10
40 21 75 11 93 10
40 25 42 47 8 10
40 35 25 88 34 10
40 42 39 18 55 10
40 48 10 75 80 10
40 49 18 54 93 10
40 52 40 29 98 10
40 85 24 82 89 10
40 87 17 49 95 10
40 87 73 4 39 10
40 88 73 94 89 10
40 88 78 77 48 10
40 91 81 56 10 10
41 3 51 68 42 10
41 5 90 81 64 10
41 10 39 28 15 10
41 14 23 69 48 10
41 15 69 12 10 10
41 22 88 68 72 10
41 25 78 25 70 7
41 35 64 26 98 10
41 38 81 54 96 10
41 45 66 22 2 10
41 47 90 21 84 10
41 49 85 6 60 10
41 53 32 25 85 10
41 71 8 76 45 10
41 72 12 54 59 10
41 74 14 80 95 10
41 99 1 3 17 10
41 99 43 14 13 10
42 3 39 40 88 10
42 5 36 74 77 10
42 6 26 20 11 10
42 10 61 35 25 10
42 11 90 2 67 10
42 15 46 73 75 10
42 17 40 1 18 10
42 24 60 47 92 10
42 27 54 78 50 10
42 34 89 41 4 10
42 70 5 18 14 10
42 74 94 89 97 10
42 83 10 62 59 10
42 85 35 68 24 10
42 86 28 88 73 10
42 89 51 69 66 10
43 13 55 9 81 10
43 16 85 11 43 10
43 26 22 20 14 10
43 32 21 38 27 10
43 33 43 71 6 10
43 34 19 83 27 10
43 34 58 3 83 10
43 35 79 76 19 10
43 37 59 68 6 10
43 43 56 47 90 10
43 46 83 0 99 10
43 47 22 62 30 10
43 47 33 31 35 10
43 48 81 79 43 10
43 54 51 7 14 10
43 54 74 49 33 10
43 55 75 63 77 9
43 56 80 47 41 10
43 58 28 3 81 10
43 59 77 1 74 10
43 65 30 80 72 10
43 82 28 44 56 10
43 82 35 18 6 10
43 83 28 46 97 10
43 85 19 74 56 10
43 85 79 39 53 10
43 88 28 74 86 10
43 89 22 40 53 10
43 91 60 93 41 10
43 92 26 74 53 10
43 94 83 50 21 10
44 5 25 61 75 10
44 6 20 27 95 10
44 12 38 77 62 10
44 14 22 96 59 10
44 15 56 26 94 10
44 16 13 48 98 10
44 25 22 64 46 10
44 26 30 69 38 10
44 35 40 69 53 10
44 37 79 36 31 10
44 40 6 78 20 10
44 46 32 52 48 10
44 48 21 4 90 10
44 50 91 98 87 10
44 57 98 69 7 10
44 61 13 58 93 10
44 69 4 16 4 10
44 78 21 98 97 10
44 81 82 68 27 10
44 81 89 59 43 10
44 82 51 15 85 10
44 83 99 27 99 10
44 87 63 85 30 10
44 97 35 79 74 10
44 99 50 14 86 10
45 2 41 18 96 10
45 5 33 74 76 10
45 7 43 44 34 10
45 8 29 77 79 10
45 14 61 36 39 10
45 22 30 46 92 10
45 22 60 19 79 10
45 26 11 46 38 10
45 28 56 19 96 10
45 29 61 64 65 10
45 31 68 30 0 10
45 37 48 32 8 10
45 42 73 57 67 10
45 56 3 63 33 10
45 63 81 48 48 10
45 74 80 54 74 10
45 82 16 45 37 10
45 96 54 69 43 10
46 9 25 61 75 10
46 12 32 3 58 10
46 29 33 42 39 10
46 40 70 55 58 10
46 40 97 97 70 10
46 54 63 43 8 10
46 58 10 52 88 10
46 62 17 72 73 10
46 72 60 36 90 10
46 75 14 15 80 10
46 75 34 41 8 10
46 76 80 81 21 10
46 82 98 83 24 10
46 84 31 63 61 10
46 94 14 67 42 10
46 95 46 72 6 10
46 96 15 54 37 10
47 9 41 88 72 10
47 10 60 37 16 10
47 13 72 26 3 10
47 14 52 61 83 10
47 26 55 92 87 10
47 31 63 41 28 10
47 45 86 4 89 10
47 56 66 41 30 10
47 65 61 31 5 10
47 74 32 49 54 10
47 76 15 66 55 10
47 81 50 61 88 10
47 84 36 18 75 10
47 88 37 67 80 10
47 96 36 35 87 10
47 99 74 38 1 10
48 12 66 55 29 10
48 16 24 15 98 10
48 16 34 29 4 10
48 18 63 73 60 10
48 20 73 34 23 10
48 23 55 23 78 10
48 26 9 58 54 10
48 39 81 91 38 10
48 43 6 2 85 10
48 48 85 7 55 10
48 55 78 18 23 10
48 58 16 37 11 10
48 63 0 22 98 10
48 65 1 49 2 10
48 68 8 40 95 10
48 74 82 65 27 10
48 76 22 44 16 10
48 83 11 81 50 10
48 85 54 46 14 10
49 0 52 67 96 10
49 14 23 96 54 10
49 14 55 48 9 10
49 18 47 17 10 10
49 20 33 53 36 10
49 21 50 3 14 10
49 23 41 24 9 10
49 28 55 46 0 10
49 42 22 80 85 10
49 42 40 63 54 10
49 42 83 9 23 10
49 50 72 86 82 10
49 61 77 21 0 10
49 63 14 41 9 10
49 67 29 63 92 10
49 77 65 55 42 10
49 85 2 41 22 10
49 86 45 77 62 10
49 89 62 55 17 10
49 90 16 90 64 10
50 5 8 56 52 10
50 9 62 74 92 10
50 19 41 82 37 10
50 20 24 41 49 10
50 25 54 5 92 10
50 26 49 85 99 10
50 27 73 37 4 10
50 28 87 37 91 10
50 33 26 52 95 10
50 34 72 8 89 10
50 35 72 58 10 10
50 36 72 11 9 10
50 36 72 11 86 10
50 37 36 64 57 10
50 37 83 10 66 10
50 44 91 61 43 10
50 45 43 77 57 10
50 61 29 44 91 10
50 61 62 52 32 10
50 65 26 8 87 10
50 80 59 72 48 10
50 83 35 90 5 10
50 92 32 96 49 10
50 93 16 73 16 10
50 96 18 28 16 10
50 97 36 82 27 10
50 97 49 12 15 10
50 98 28 93 61 10
50 98 45 63 91 10
51 0 64 78 59 10
51 12 61 50 6 10
51 14 38 15 98 10
51 18 33 60 60 10
51 22 80 5 59 10
51 23 22 13 92 10
51 24 59 95 54 10
51 25 60 16 93 10
51 29 38 89 43 10
51 32 81 64 59 10
51 54 37 27 79 10
51 64 78 48 23 10
51 65 29 26 89 10
51 65 82 40 22 10
51 76 51 62 47 10
51 77 84 15 2 10
51 83 12 77 98 10
51 85 1 99 97 10
51 85 97 10 49 10
51 89 89 23 27 10
51 93 43 70 22 10
51 94 39 68 34 10
51 95 4 61 60 10
52 0 7 55 36 10
52 2 44 60 39 10
52 3 45 15 4 10
52 6 66 70 61 10
52 15 95 76 92 10
52 20 31 25 34 7
52 28 71 67 96 10
52 29 24 88 26 10
52 30 43 96 73 10
52 32 55 96 13 10
52 35 7 77 42 10
52 64 17 69 54 10
52 67 65 35 80 10
52 69 2 4 23 10
52 71 11 23 89 10
52 80 64 6 18 10
52 80 76 74 51 10
52 88 32 95 76 10
52 90 66 85 36 10
52 91 25 57 16 10
52 99 23 44 62 10
52 99 63 2 12 10
53 1 52 95 15 10
53 6 72 36 93 10
53 9 31 27 9 10
53 10 41 87 54 10
53 10 48 3 31 10
53 14 70 65 54 10
53 17 52 1 46 10
53 22 63 2 30 10
53 24 23 13 84 10
53 32 31 11 8 10
53 32 36 71 91 10
53 32 52 90 9 10
53 51 87 69 67 10
53 54 48 55 76 10
53 54 81 22 34 10
53 70 24 43 90 10
53 75 72 77 79 8
53 80 22 42 91 10
53 93 85 22 85 10
54 2 84 66 6 10
54 3 65 74 4 10
54 4 42 60 45 10
54 7 39 89 67 10
54 8 49 80 16 10
54 10 81 4 85 9
54 11 93 89 65 10
54 14 33 4 13 10
54 17 52 98 37 10
54 17 60 74 66 10
54 20 65 77 11 10
54 27 93 70 4 10
54 34 71 40 47 10
54 38 59 47 98 10
54 43 42 6 69 10
54 52 40 85 58 10
54 60 54 48 33 10
54 62 83 30 1 10
54 81 86 94 50 10
54 85 17 49 25 10
54 85 54 49 70 10
54 86 4 61 8 10
54 88 74 99 48 10
55 3 50 80 60 10
55 7 42 2 9 10
55 8 46 11 95 10
55 10 58 67 43 10
55 12 40 1 70 10
55 27 35 72 45 10
55 27 67 67 75 10
55 28 34 27 93 10
55 35 89 47 95 10
55 43 60 85 10 10
55 47 78 30 53 10
55 48 89 17 7 10
55 63 30 18 78 10
55 66 27 84 49 10
55 66 29 45 51 10
55 79 9 97 59 10
55 85 30 93 64 10
55 91 53 98 87 10
55 92 48 16 96 10
56 2 48 98 83 10
56 2 56 73 76 10
56 3 36 47 32 10
