3961 100 0 0 10
117 32 48 42 35 4
118 9 12 16 25 6
118 17 9 44 36 9
118 30 5 8 5 5
118 35 17 1 45 4
118 44 6 4 38 6
119 10 12 31 25 4
119 45 49 0 6 4
120 16 47 15 27 5
121 6 45 39 30 3
121 18 17 40 20 7
121 20 21 20 28 6
121 25 6 25 20 8
121 25 36 31 38 3
121 40 49 41 23 1
122 20 42 22 17 11
122 31 11 16 41 4
123 5 36 11 38 6
123 22 47 11 49 5
123 32 39 14 23 3
123 41 30 48 37 9
123 49 2 31 14 0
124 1 38 18 31 4
124 5 41 7 48 6
124 19 7 13 41 5
124 19 12 48 19 7
125 35 36 46 5 7
126 26 24 30 35 9
127 34 8 28 23 9
128 7 19 14 35 2
128 16 8 34 36 3
128 33 29 32 42 9
128 42 25 6 32 5
129 10 46 20 24 8
129 27 28 4 22 5
129 42 41 4 17 11
129 49 4 16 38 12
129 49 10 4 34 2
129 49 28 43 10 5
130 17 36 12 43 9
130 26 4 7 25 7
130 34 43 25 23 8
130 43 45 43 33 3
131 0 35 25 45 4
131 4 34 32 49 8
132 5 12 32 28 5
132 5 38 35 4 7
132 5 39 38 44 13
132 9 44 25 13 12
132 13 5 42 27 9
132 13 32 42 44 4
132 14 5 48 44 6
132 22 24 4 27 3
132 33 10 8 5 10
132 49 43 24 17 3
133 1 11 8 6 11
133 4 46 44 35 7
133 9 41 41 9 5
133 17 30 29 37 7
133 35 30 12 13 5
134 2 13 11 12 5
134 15 26 3 13 8
134 16 25 26 39 15
134 37 9 43 28 6
135 0 13 6 37 4
135 5 8 4 39 6
135 13 17 5 43 8
135 19 32 25 12 16
135 21 41 42 34 5
135 43 17 42 43 8
136 26 6 10 22 7
136 35 49 13 46 6
136 44 4 46 47 12
137 16 22 34 30 5
137 37 39 27 37 10
138 2 14 27 24 5
138 4 25 29 36 4
138 7 2 22 47 14
138 15 22 27 47 5
138 21 4 34 13 5
138 25 19 0 32 2
138 43 40 19 7 11
138 46 40 19 21 11
139 19 30 47 46 8
139 35 0 27 20 8
139 46 19 8 47 8
140 9 2 21 2 6
140 12 0 44 19 4
140 13 8 33 18 8
140 44 13 5 26 10
140 45 5 39 48 3
141 1 6 20 1 4
141 9 49 37 11 3
141 43 31 6 42 2
142 10 49 1 4 6
142 15 49 43 48 5
142 22 44 44 18 9
142 33 26 36 45 6
142 33 30 23 29 10
143 0 34 5 1 6
143 21 28 39 19 7
145 37 26 32 18 7
145 43 15 40 36 9
145 47 14 29 27 6
146 9 24 10 43 15
146 22 20 22 10 3
146 30 8 47 32 13
146 36 13 43 37 7
147 15 30 42 29 7
147 49 22 4 45 4
148 38 16 13 25 8
149 22 25 49 32 3
149 28 25 0 19 4
150 7 46 17 3 8
150 8 42 15 16 3
150 31 0 27 5 8
150 32 40 33 1 4
150 38 12 34 37 7
150 41 27 25 41 8
151 19 26 46 8 12
151 23 20 17 1 9
151 23 39 23 16 4
151 28 18 38 35 9
151 34 42 40 7 12
152 1 42 0 8 6
152 4 14 10 25 5
152 15 45 46 27 10
152 47 31 48 23 8
153 6 13 37 27 10
153 41 0 0 47 10
153 41 45 31 1 4
154 0 45 34 9 1
154 2 21 6 41 4
154 13 46 29 32 1
154 13 48 10 17 8
154 27 5 31 14 11
154 30 37 36 13 2
155 11 37 25 48 14
155 11 41 9 28 5
155 16 3 14 13 6
155 22 12 28 48 5
155 22 37 48 13 5
155 26 49 23 15 8
155 42 41 4 48 10
155 45 25 31 31 7
156 11 2 25 35 9
157 10 32 49 49 10
157 33 19 34 48 10
157 37 32 21 27 10
158 0 32 7 6 1
158 10 45 33 9 10
158 16 20 42 20 10
158 47 5 40 39 1
160 0 41 7 24 7
160 9 17 38 27 7
160 29 19 31 41 11
160 32 49 35 1 9
160 33 29 45 23 2
160 41 27 5 14 6
160 48 13 42 49 5
161 0 44 9 19 7
161 6 39 10 11 2
161 22 0 21 31 3
161 48 45 8 1 9
162 7 22 32 44 4
162 31 33 45 45 8
162 31 47 31 5 5
162 36 25 29 27 8
163 6 47 0 8 12
163 28 15 32 24 9
163 33 9 40 6 9
164 10 22 48 36 6
164 25 15 8 8 4
164 25 18 31 49 5
164 27 36 23 43 2
164 32 48 17 30 11
164 34 39 30 19 10
166 1 38 45 44 11
166 22 30 37 15 2
166 24 25 34 33 9
167 0 1 11 21 7
167 7 14 29 40 10
167 8 25 32 30 5
167 42 20 24 36 5
167 43 34 33 35 5
167 48 18 45 2 7
168 4 0 32 26 3
168 4 31 13 30 9
168 4 33 21 13 1
168 19 14 29 17 7
168 25 30 16 11 8
168 49 30 7 0 2
169 4 44 4 19 6
169 8 29 29 2 6
169 17 22 17 24 1
169 22 43 10 45 5
169 34 26 10 8 10
169 34 44 36 16 9
169 39 30 12 48 10
169 45 4 6 2 9
169 47 49 42 27 6
170 23 10 6 44 10
170 31 18 33 2 10
170 45 28 22 23 7
171 22 27 11 34 8
171 29 29 24 4 4
172 41 18 18 20 13
172 47 49 14 9 4
173 0 18 2 25 2
173 23 20 29 22 5
173 27 26 9 27 4
173 36 36 20 8 4
173 43 40 14 17 3
174 12 34 48 2 9
174 22 38 34 14 6
174 27 42 37 0 10
174 31 16 34 30 2
176 39 36 47 23 5
176 41 30 12 26 3
176 46 19 28 49 3
177 15 29 12 31 4
177 22 12 18 1 4
177 39 0 15 33 8
177 40 8 37 3 4
178 0 4 26 45 1
178 0 29 25 8 6
178 8 31 38 39 9
178 19 13 1 12 7
178 28 3 33 4 5
178 29 45 29 36 8
178 41 9 12 19 3
178 46 15 46 7 6
179 11 10 11 49 2
179 15 8 27 44 5
179 20 0 11 35 4
180 0 11 14 24 7
180 6 8 42 38 4
180 23 25 12 6 6
180 23 49 32 12 7
180 33 12 43 16 5
180 43 8 22 42 10
180 43 40 23 28 7
181 13 6 28 49 13
181 35 34 32 27 9
181 42 30 30 4 7
181 45 27 6 8 7
181 47 19 40 26 8
181 48 46 23 26 3
182 13 29 20 38 3
182 27 5 37 16 13
183 7 21 28 0 9
183 10 16 15 19 1
184 21 30 29 27 2
184 26 36 44 47 2
184 37 22 11 32 8
185 1 46 6 16 5
185 48 5 48 25 6
186 9 46 26 34 9
186 28 14 42 47 4
186 28 36 37 22 7
186 28 38 36 46 6
186 33 47 8 28 6
187 3 46 44 48 6
187 5 15 5 27 9
187 27 49 28 4 5
187 36 29 3 20 3
187 42 20 22 43 12
188 2 14 23 21 8
188 26 9 6 1 11
188 26 25 36 46 6
188 36 7 21 46 5
188 43 27 27 16 9
188 44 49 0 43 4
189 18 7 27 14 5
189 22 35 30 22 6
189 26 22 36 47 10
190 3 19 36 10 11
190 6 26 42 20 11
190 9 32 30 18 4
190 13 23 31 13 7
190 15 28 11 6 7
190 17 9 41 1 4
190 33 8 25 26 3
190 46 16 11 6 5
191 30 33 47 3 12
191 35 0 26 38 13
192 27 22 12 26 2
192 30 40 26 7 9
192 31 5 23 21 0
192 34 22 23 43 9
192 37 0 32 27 6
193 1 44 34 16 5
193 25 29 37 17 6
193 28 0 19 10 9
193 30 33 4 21 10
193 39 14 42 32 7
194 5 24 28 3 7
194 13 33 48 19 7
194 14 23 39 31 5
194 16 0 38 21 3
194 24 38 26 19 4
194 31 11 49 29 4
194 42 32 12 34 8
195 28 44 7 24 5
195 29 27 2 21 7
195 40 30 38 47 4
195 49 6 14 14 4
196 2 13 11 41 3
196 26 37 11 23 9
197 40 5 40 8 2
197 49 48 18 49 1
198 10 21 27 31 7
199 32 43 31 43 0
199 34 31 39 31 4
200 4 31 24 20 9
200 11 2 5 4 5
200 24 10 30 32 8
201 3 10 16 7 5
201 38 15 22 7 6
201 46 47 49 13 4
201 49 31 9 24 7
202 15 18 9 16 6
202 15 23 43 15 9
202 40 17 45 12 5
203 0 44 11 10 4
203 10 12 44 27 4
203 30 25 29 26 1
203 47 23 32 6 3
203 48 49 31 27 8
204 30 26 20 12 5
205 19 17 5 35 9
205 22 24 0 31 10
206 27 4 35 26 9
206 31 1 12 41 6
206 34 14 44 22 5
207 5 0 5 8 2
207 9 45 29 23 7
207 9 47 21 27 7
207 22 22 32 14 8
207 24 33 20 40 8
207 24 49 31 4 7
208 9 21 33 15 11
208 12 28 17 42 2
208 24 19 6 26 8
208 24 19 23 21 2
208 28 48 1 21 8
209 5 1 30 40 3
209 15 46 31 6 7
209 21 38 21 15 10
209 25 20 34 36 2
209 28 0 22 31 7
209 29 46 48 6 4
209 36 17 6 39 6
210 38 15 8 36 5
210 44 30 47 31 3
210 45 6 8 46 13
211 6 38 27 33 10
211 16 11 9 28 13
211 30 4 47 35 0
211 32 46 36 49 6
211 37 16 9 42 4
211 43 49 13 3 8
212 5 8 9 23 10
212 29 9 20 23 6
213 1 22 20 41 6
213 5 5 49 6 3
213 7 3 7 35 3
213 13 10 5 40 8
214 10 31 30 19 8
214 21 26 18 36 2
214 25 0 45 8 8
214 44 3 7 20 5
215 1 42 37 0 2
215 9 19 36 7 6
215 11 33 38 9 1
215 14 10 47 24 5
215 26 43 22 21 4
215 29 3 1 16 8
215 39 28 20 49 9
215 39 32 17 1 1
216 2 19 3 24 5
216 3 0 37 49 4
216 49 9 37 6 7
217 9 41 26 46 3
217 25 17 3 49 8
217 29 36 41 4 7
217 35 41 23 35 11
218 9 24 6 10 3
218 12 4 42 21 7
218 14 29 17 34 7
218 21 47 0 21 8
218 30 14 14 23 7
218 33 30 34 33 3
218 35 23 22 24 13
219 6 3 2 27 8
219 23 45 30 41 10
219 31 46 16 46 6
219 44 7 33 35 12
219 44 49 34 18 4
219 45 16 0 11 10
220 6 14 46 37 6
220 27 41 46 0 5
220 39 0 18 17 3
221 38 13 20 23 8
221 38 42 5 38 11
221 49 33 37 19 7
221 49 45 7 19 8
222 0 26 31 26 7
222 1 28 30 44 6
222 23 9 48 6 3
222 24 45 38 46 4
222 34 15 3 35 7
222 34 26 42 45 9
223 9 23 7 24 2
223 26 19 33 36 3
223 26 38 30 19 12
223 28 4 7 45 7
224 11 11 37 34 14
224 16 38 20 27 6
224 26 35 41 43 8
224 33 44 30 10 6
224 35 36 17 19 1
224 43 23 17 37 12
225 0 27 36 5 4
225 4 27 33 18 9
225 40 18 11 28 11
226 19 17 11 27 8
226 25 11 4 48 6
226 42 13 18 30 5
227 22 40 48 16 7
227 43 34 44 36 2
227 49 0 30 23 9
228 2 38 28 20 6
228 4 18 49 45 12
228 16 32 23 40 7
228 34 49 46 40 2
229 39 29 46 31 8
230 9 10 27 1 3
230 28 37 2 29 9
230 29 31 20 25 2
230 49 17 16 39 6
231 3 8 31 14 5
231 13 39 40 36 10
231 22 25 13 46 6
231 23 30 7 8 7
232 33 33 41 27 1
233 6 22 47 0 5
233 8 36 35 25 5
233 11 22 20 38 9
233 17 21 39 47 5
233 19 35 41 24 7
233 28 12 2 9 9
234 12 43 35 11 7
234 22 20 4 7 5
234 23 0 4 43 8
234 40 10 36 41 8
235 20 20 19 36 8
235 36 46 45 26 4
235 49 35 11 39 3
236 19 21 42 29 3
236 21 43 41 32 9
236 36 18 27 2 6
237 8 22 13 40 4
237 25 11 40 24 11
237 35 24 6 18 8
237 37 47 47 13 8
237 44 33 25 23 3
238 14 36 48 4 11
238 29 0 30 47 16
238 30 32 36 2 8
238 32 14 12 36 7
239 12 32 25 28 10
239 24 46 1 30 9
239 41 8 10 15 8
239 44 11 0 37 10
241 0 13 20 39 11
241 5 23 11 41 11
241 9 43 32 30 3
241 18 22 11 3 7
241 20 45 6 15 12
241 33 36 4 32 10
241 34 8 27 20 5
241 34 23 45 40 9
241 45 25 4 38 4
242 23 25 24 35 6
242 38 23 8 11 9
243 3 37 49 6 5
243 25 37 20 8 8
244 43 0 16 5 7
245 34 2 11 4 10
245 34 24 36 45 6
245 45 19 48 18 3
245 47 43 35 24 4
246 25 27 28 5 6
246 38 22 23 25 8
246 40 22 10 30 4
247 0 44 17 5 15
247 2 18 46 32 7
247 13 4 17 27 10
247 16 17 45 3 4
247 26 25 6 41 6
247 33 24 39 23 6
247 49 5 47 6 2
247 49 11 39 30 9
248 0 29 19 28 5
248 7 42 41 0 6
248 48 34 32 23 6
249 21 48 19 15 4
249 33 13 36 11 4
249 41 41 16 14 5
250 9 15 22 34 8
250 22 19 19 43 5
251 9 39 23 48 6
252 10 26 24 38 2
252 25 2 35 46 2
252 27 3 33 11 6
252 46 7 1 33 3
253 0 21 2 18 2
253 7 25 38 21 9
253 18 43 40 36 9
253 48 21 3 4 9
254 2 31 27 15 5
254 13 34 37 18 12
254 23 37 13 43 4
254 28 34 19 35 9
254 29 4 43 4 6
255 0 49 46 43 6
255 25 11 28 13 4
255 25 18 20 29 7
256 4 12 2 28 5
256 28 36 18 41 6
256 29 22 34 29 10
257 3 8 49 36 10
257 10 43 0 32 5
257 20 37 40 28 4
257 30 22 8 21 8
257 37 27 6 11 6
257 43 16 42 2 8
258 16 25 48 43 13
258 32 22 47 42 3
259 4 12 30 11 9
259 6 37 11 47 8
259 22 27 40 26 7
259 33 43 30 38 5
260 31 29 11 13 3
260 36 2 12 23 9
260 41 33 32 14 9
261 6 48 20 14 2
261 21 32 44 14 8
261 36 18 3 14 9
261 39 7 4 15 8
261 41 3 14 49 10
262 14 10 15 16 6
262 47 34 32 10 6
263 0 13 11 14 9
263 6 8 9 45 8
263 8 22 28 21 6
263 10 0 47 22 4
263 17 36 24 1 1
263 36 19 24 12 10
263 41 36 45 25 2
263 41 41 4 49 9
264 11 0 0 24 6
264 12 2 27 31 8
264 26 7 1 46 6
264 34 0 38 0 3
264 44 44 7 32 7
264 47 33 32 0 10
265 3 29 21 12 4
265 20 27 14 35 5
265 32 5 45 49 8
265 45 31 34 33 6
266 7 49 39 22 6
266 14 41 31 3 6
266 22 33 11 47 13
266 31 15 27 9 8
266 35 18 1 37 9
266 41 0 23 49 6
266 42 49 15 9 7
267 9 40 6 46 4
267 19 35 43 49 4
267 21 43 39 41 8
267 24 15 14 21 6
267 33 26 47 6 6
267 36 42 7 10 2
267 49 12 37 8 5
268 7 0 15 45 12
268 9 36 33 31 11
268 22 31 7 8 7
268 39 44 12 32 4
269 14 30 25 22 8
269 24 45 22 33 8
270 16 13 5 21 8
270 16 36 19 15 9
270 29 27 39 18 9
270 39 6 7 4 10
271 17 32 47 41 10
271 40 27 29 19 8
271 48 5 43 28 6
271 49 9 16 17 6
272 13 8 17 8 3
272 13 34 19 41 4
273 6 22 4 10 7
273 23 34 36 47 6
273 31 49 9 29 5
273 35 26 33 42 14
274 0 38 43 11 9
274 10 47 22 30 5
274 16 45 38 20 5
275 3 19 12 17 10
275 9 34 15 19 9
275 44 31 31 9 6
276 2 32 29 22 4
276 15 37 47 48 7
276 17 37 34 45 9
276 20 13 44 5 5
276 38 34 33 30 5
277 11 45 8 30 9
277 25 43 33 12 10
277 49 43 47 41 3
278 2 30 49 25 6
278 8 13 29 35 6
278 39 5 31 39 6
278 42 1 3 35 5
278 49 28 11 10 8
279 5 19 40 37 5
279 26 5 8 10 6
279 41 27 37 14 11
280 39 26 43 31 1
280 44 0 30 36 7
281 10 18 39 33 6
281 10 46 43 28 2
281 17 46 27 29 8
281 18 11 23 26 12
281 40 13 18 34 9
282 19 14 47 35 6
282 49 42 4 42 2
283 13 9 45 31 8
283 27 11 49 24 4
283 39 3 32 34 15
283 44 38 31 17 6
284 9 19 32 7 7
284 27 35 29 37 3
284 33 26 39 0 10
284 36 14 12 41 8
284 38 44 37 30 5
285 16 34 21 45 4
285 18 22 22 30 7
285 26 17 18 14 7
285 27 6 47 21 8
285 34 13 8 25 17
286 9 9 15 37 6
286 29 24 18 30 4
286 42 36 46 14 6
286 49 7 29 7 8
287 1 16 48 33 9
287 26 8 17 14 10
287 28 13 20 10 9
288 5 48 17 36 10
288 28 46 5 48 12
288 40 40 28 39 3
288 44 18 4 49 4
288 46 8 19 17 5
289 0 22 24 18 2
289 4 11 19 4 4
289 15 49 42 47 7
289 24 14 33 7 15
289 37 44 32 38 4
290 2 13 15 0 7
290 46 1 30 0 7
290 49 46 10 8 10
291 21 0 0 31 6
291 28 16 4 29 8
