1000 10 0 0 5
588 36 83 29 22 4
588 46 10 54 77 6
588 78 83 89 42 4
591 31 4 77 0 6
592 32 58 1 68 1
592 78 33 4 27 8
593 58 1 64 41 9
593 78 19 14 39 7
596 27 89 78 46 9
596 77 75 19 76 8
597 80 11 8 86 5
598 53 5 42 95 3
598 91 27 31 92 4
598 91 88 39 18 6
602 42 68 69 77 3
602 60 13 62 22 8
603 93 67 13 48 8
604 52 59 61 33 6
604 93 59 42 84 7
605 21 76 43 17 9
605 56 80 94 18 3
606 40 32 78 91 2
606 66 8 12 97 7
606 67 47 69 71 6
606 87 10 89 61 5
607 1 69 5 7 4
607 21 20 79 9 6
608 23 44 58 72 7
609 15 84 97 46 5
612 1 19 6 94 4
612 67 4 41 29 3
613 4 92 11 63 7
614 5 5 68 44 9
614 54 41 14 53 4
614 67 78 28 9 6
617 24 74 37 35 8
619 36 35 86 65 2
620 33 10 1 59 9
620 43 65 57 19 1
621 96 19 15 77 9
621 98 32 99 38 3
623 93 63 47 27 7
624 88 39 21 94 1
625 90 35 71 49 2
626 90 78 18 13 5
627 6 61 19 69 0
627 56 19 44 5 0
627 66 23 18 40 8
630 27 17 6 42 8
631 17 93 44 35 4
631 64 76 91 77 4
633 37 47 50 86 8
633 73 82 86 78 2
637 70 98 71 59 6
638 20 24 92 4 7
639 71 30 75 48 5
641 21 47 16 29 3
642 35 27 1 60 4
644 68 47 85 56 8
644 73 9 83 58 2
645 82 37 0 34 5
645 85 87 41 41 8
646 2 31 29 63 6
646 11 36 27 68 0
647 34 73 41 15 3
648 68 15 96 61 4
650 11 2 90 93 7
650 11 19 13 67 8
652 10 4 10 49 9
652 62 48 69 2 2
653 4 47 76 23 6
654 88 24 83 45 3
655 6 35 83 87 2
655 7 41 1 13 8
661 58 36 49 56 9
662 71 37 17 74 0
664 27 12 83 35 8
665 6 32 73 88 7
665 87 32 85 14 2
668 20 86 64 33 2
676 99 49 53 90 3
678 11 96 49 72 5
678 20 26 95 39 7
679 8 30 87 87 1
679 79 85 0 43 2
679 90 96 44 62 3
681 76 28 67 44 0
682 8 79 20 50 3
682 36 80 72 89 5
682 57 87 77 0 1
685 19 81 99 66 6
685 31 36 53 21 0
688 55 54 40 49 3
688 63 91 27 33 9
690 14 69 72 30 0
690 85 57 72 64 1
690 96 63 4 32 1
691 73 18 85 63 4
692 29 77 64 55 9
693 91 69 90 43 2
695 42 76 57 78 1
698 82 56 15 28 9
699 25 40 60 12 5
704 0 19 58 99 6
708 7 90 29 60 5
712 47 68 67 66 3
712 67 54 86 60 6
712 94 25 39 76 6
714 33 12 5 82 7
714 59 8 24 95 3
715 5 57 76 18 8
715 22 93 45 80 1
716 22 86 56 78 2
718 40 89 36 24 8
719 8 19 52 22 1
721 90 48 84 54 9
724 10 70 60 44 3
724 98 28 43 29 4
725 82 14 43 31 9
728 58 36 88 4 5
729 36 19 87 71 1
729 37 22 82 71 5
729 64 41 32 61 6
729 74 27 54 26 8
731 67 46 92 40 1
732 64 15 19 62 5
734 18 49 26 55 0
734 45 98 45 51 5
734 56 3 16 82 7
734 83 86 9 46 1
735 65 43 29 98 1
735 92 50 74 50 2
737 18 93 58 29 7
737 93 41 84 28 0
738 0 50 93 54 4
740 86 28 46 28 5
742 56 18 23 20 8
743 53 83 66 97 4
744 93 3 97 41 6
746 0 15 80 5 4
746 14 0 94 37 0
747 22 45 31 67 6
750 22 17 59 69 7
750 83 78 69 27 7
751 66 67 46 98 1
753 27 21 81 26 7
754 23 11 42 64 7
754 23 75 98 35 9
756 97 71 46 49 3
757 80 66 94 84 6
758 62 60 53 57 9
759 25 41 60 16 8
759 37 30 55 95 1
760 22 51 30 93 2
760 55 11 34 9 7
761 89 14 93 19 4
763 41 31 51 78 4
764 0 36 70 22 3
764 32 32 62 25 9
764 93 58 85 43 7
765 47 28 41 37 9
765 91 92 37 38 0
766 9 45 76 78 9
766 17 99 74 91 4
766 30 50 58 23 6
768 13 26 31 40 2
768 18 7 51 37 1
768 71 47 73 48 0
769 31 34 24 90 1
769 75 8 50 81 5
770 44 7 71 7 3
770 53 22 97 21 2
771 39 18 44 17 0
772 99 37 99 38 0
773 42 83 21 12 5
775 4 2 69 20 7
776 9 57 42 21 1
776 16 52 97 32 8
776 19 52 75 95 9
778 90 88 25 5 4
779 41 48 63 34 2
781 13 60 93 71 1
781 75 63 42 23 5
782 1 51 78 25 5
783 90 26 75 37 1
784 35 74 97 47 8
786 21 58 11 7 6
787 77 36 6 60 7
788 62 63 37 9 3
788 64 7 46 72 3
789 14 39 41 38 6
790 11 18 97 95 5
790 99 7 11 79 5
793 90 97 89 1 8
794 12 73 71 84 0
794 18 67 35 64 6
795 69 8 42 71 4
797 44 28 76 21 7
798 17 45 97 83 7
798 95 26 4 88 3
800 75 93 71 91 5
804 33 38 90 24 4
804 37 91 49 81 4
804 69 59 71 83 3
805 25 78 39 37 8
810 15 59 79 98 4
810 16 77 27 85 8
814 21 81 73 94 6
815 53 44 1 22 6
816 17 86 8 80 3
816 40 3 57 62 4
818 34 61 14 97 0
818 35 47 57 39 4
818 43 29 19 3 8
819 74 38 49 36 2
819 88 31 31 18 0
820 61 15 88 82 5
821 21 93 84 32 2
821 68 8 45 87 6
821 76 68 62 10 5
822 18 72 48 74 8
823 2 6 77 74 8
823 48 54 10 13 9
827 86 83 51 18 3
828 44 99 13 85 6
828 46 59 28 41 2
829 89 3 76 34 2
831 31 22 65 98 1
832 62 49 7 66 5
833 8 44 17 96 6
835 99 59 50 10 9
836 98 44 88 57 2
838 20 87 48 82 1
838 49 58 74 91 0
839 31 19 22 40 8
840 71 8 85 76 9
841 46 99 35 20 0
841 83 34 67 81 7
842 87 53 66 23 9
847 31 16 12 5 8
847 84 1 75 36 7
848 20 60 17 66 4
849 4 44 26 1 5
849 16 8 17 32 1
849 85 42 16 75 4
850 6 9 15 83 8
850 89 14 37 56 0
850 95 86 98 79 3
850 96 32 8 36 4
851 27 2 16 90 4
851 47 22 54 74 4
852 11 8 83 69 5
852 70 69 38 73 7
852 77 87 64 10 8
853 97 65 33 19 6
854 28 90 91 33 0
854 83 33 10 0 2
855 47 11 68 65 9
856 58 79 25 92 9
856 89 60 44 98 8
857 44 64 66 18 5
858 1 27 74 83 4
858 85 77 99 78 6
861 24 61 52 60 1
862 18 12 85 13 5
862 61 99 0 59 5
864 15 76 56 15 5
865 7 53 88 87 2
865 29 16 35 11 0
866 7 23 50 35 6
866 39 88 30 11 8
866 82 98 22 73 9
866 98 67 54 35 2
867 28 21 24 37 9
867 91 3 44 73 3
868 87 48 92 11 4
869 71 91 73 16 4
870 46 6 63 24 6
872 30 31 90 6 9
873 38 83 50 35 8
873 93 44 12 82 0
875 73 98 82 84 4
876 18 30 74 92 2
876 36 52 51 53 5
878 47 27 53 24 6
879 12 43 8 0 4
882 20 35 54 89 2
882 63 83 74 61 8
885 87 79 71 42 1
887 26 33 32 11 2
888 64 58 41 87 4
888 99 73 20 24 5
889 0 22 13 10 3
889 28 2 95 64 9
890 43 8 38 13 4
891 20 74 88 47 8
891 91 36 0 20 6
894 60 64 69 6 7
894 66 42 2 31 4
897 73 62 73 66 3
897 86 38 23 13 1
899 76 68 51 24 0
899 85 74 27 26 6
900 74 66 74 5 2
900 81 12 54 17 3
901 7 65 36 72 1
901 61 20 58 52 5
901 65 19 17 15 0
902 73 84 37 82 3
903 37 89 61 50 3
903 51 17 34 49 2
905 54 33 29 15 2
907 50 82 93 14 3
908 36 79 83 38 3
908 46 2 24 66 6
908 76 28 82 84 7
909 11 80 97 73 4
909 15 52 33 73 1
910 34 46 45 27 3
911 44 86 77 52 4
912 1 13 91 66 0
913 78 33 82 98 8
914 82 66 53 91 0
914 88 71 59 99 6
914 98 78 36 53 5
915 35 35 54 82 4
915 35 60 87 65 0
915 36 96 16 44 7
918 39 75 34 86 5
919 7 11 91 58 2
919 22 12 89 86 2
919 84 93 72 55 0
921 85 81 65 28 3
922 23 70 84 58 8
922 49 71 96 50 1
923 22 10 40 6 5
923 73 4 74 21 4
924 54 79 24 88 1
924 92 65 9 10 7
925 46 83 98 94 4
926 59 20 52 29 1
927 31 87 39 57 0
928 14 20 1 81 7
929 11 60 26 44 3
929 47 91 5 34 2
931 18 77 48 63 6
931 40 15 89 95 8
931 84 23 55 93 8
932 33 46 86 76 0
932 71 48 51 21 1
933 68 29 30 24 2
933 77 7 52 82 7
934 5 13 18 31 2
934 39 96 77 13 1
934 70 68 40 73 9
935 19 1 97 56 2
939 8 6 15 0 7
941 20 88 68 51 5
944 41 51 27 99 3
947 46 25 16 71 4
947 89 33 22 16 2
948 41 52 21 60 8
948 85 28 34 64 8
949 0 27 84 3 0
949 68 78 48 29 1
951 6 67 75 68 1
952 28 66 86 0 5
953 10 14 56 61 8
956 6 96 67 43 4
956 59 0 79 36 6
963 37 39 41 27 4
964 81 6 53 77 3
966 62 91 33 73 6
967 11 82 70 82 0
968 73 41 7 31 2
970 84 15 3 96 1
971 38 24 13 51 7
973 66 12 99 36 8
976 2 2 72 42 3
976 32 90 33 54 4
976 62 94 51 97 7
977 13 60 76 26 7
977 78 33 63 0 9
980 44 53 9 34 5
980 54 21 7 56 7
980 89 49 87 94 2
981 86 97 30 24 9
983 13 40 11 11 7
984 7 68 34 99 4
984 24 6 7 20 1
984 35 47 50 2 0
985 47 66 39 51 6
985 69 69 67 36 3
987 4 70 92 42 8
987 79 93 16 31 3
988 56 12 92 56 3
989 60 54 43 89 5
992 5 44 55 18 6
993 42 12 53 84 6
994 45 8 86 85 6
994 71 97 86 61 5
994 85 85 49 7 6
995 24 69 38 35 0
996 37 64 35 1 1
996 40 73 62 57 1
998 97 82 55 52 3
