100000 2000 10 100 0
22 346 353 80 295 6
22 423 265 18 373 7
22 424 130 82 266 3
22 457 349 271 280 11
22 463 127 114 485 7
22 478 48 264 186 3
23 52 432 303 253 7
23 57 341 239 203 4
23 88 286 356 485 8
23 97 188 110 138 1
23 116 124 172 380 5
23 116 484 137 271 12
23 126 25 381 365 9
23 127 211 124 327 5
23 147 264 196 381 6
23 150 354 83 384 2
23 191 381 208 478 3
23 223 202 107 487 10
23 251 173 391 175 2
23 293 348 361 234 9
23 335 367 486 446 8
23 342 58 367 221 8
23 372 196 320 276 3
23 411 245 492 121 6
23 435 100 146 368 0
23 443 15 131 47 6
23 452 334 207 423 5
23 489 230 263 345 7
24 12 191 12 402 3
24 15 489 126 134 1
24 21 60 251 367 1
24 31 248 88 240 9
24 36 214 356 466 5
24 46 339 304 213 6
24 60 52 8 481 2
24 109 14 201 80 10
24 207 343 430 395 7
24 210 150 43 243 1
24 225 408 332 290 7
24 243 239 456 247 0
24 277 38 479 438 8
24 282 98 316 325 0
24 290 309 412 207 6
24 347 160 312 111 0
24 358 37 447 257 6
24 433 156 210 67 3
24 479 294 394 125 3
24 487 227 175 207 10
24 492 418 236 221 2
25 34 471 78 35 2
25 56 150 470 241 2
25 60 377 80 490 5
25 65 132 206 219 0
25 107 85 333 377 6
25 108 246 304 460 6
25 123 387 491 10 6
25 151 122 58 212 3
25 183 421 124 277 4
25 185 346 221 207 7
25 186 90 471 37 1
25 306 363 35 31 1
25 313 421 254 414 5
25 331 311 259 251 4
25 340 255 70 208 3
25 363 18 495 155 3
25 365 371 77 493 3
25 371 343 233 134 0
25 389 439 113 258 3
25 391 147 285 40 5
25 415 499 15 69 9
25 423 121 255 439 7
25 480 159 71 184 6
26 20 200 247 469 3
26 49 193 237 470 7
26 72 49 387 425 6
26 125 382 478 48 4
26 132 402 340 168 7
26 192 415 468 124 3
26 193 86 477 278 2
26 229 425 468 391 4
26 241 491 454 287 6
26 247 480 178 365 1
26 250 341 166 258 7
26 251 392 120 125 3
26 257 480 446 89 3
26 277 304 231 148 7
26 284 300 421 150 3
26 296 38 359 334 8
26 298 374 175 60 4
26 342 493 217 439 4
26 383 332 486 361 3
26 435 410 25 477 13
26 463 268 187 54 5
26 480 156 489 383 0
27 36 137 261 448 3
27 64 412 90 291 2
27 66 420 465 210 4
27 72 34 103 338 5
27 82 435 214 204 2
27 86 199 469 0 3
27 94 211 170 283 4
27 101 424 234 488 3
27 122 471 367 158 2
27 157 434 309 110 5
27 163 451 25 450 1
27 213 416 83 468 5
27 219 147 230 279 7
27 313 118 36 82 5
27 316 470 367 435 3
27 319 281 132 135 7
27 344 284 378 148 4
27 369 470 352 493 8
27 385 28 284 375 3
27 448 197 271 323 3
27 482 111 2 491 6
28 10 139 258 450 8
28 21 189 332 210 0
28 69 108 34 323 3
28 70 66 387 156 6
28 104 146 157 267 6
28 123 184 298 0 5
28 127 302 489 78 7
28 174 249 385 483 7
28 195 315 157 76 5
28 206 323 3 312 0
28 223 379 129 260 2
28 262 113 344 80 4
28 274 488 404 412 4
28 283 415 409 345 4
28 323 185 115 350 0
28 384 270 307 52 0
28 389 227 147 245 7
28 398 6 77 31 0
28 427 287 96 52 7
28 445 207 24 413 1
29 31 19 38 217 0
29 65 92 402 272 3
29 79 262 84 58 5
29 105 402 58 366 3
29 115 312 21 229 4
29 207 51 490 265 1
29 207 141 339 19 0
29 281 35 279 85 6
29 323 269 18 277 3
29 379 362 238 167 7
29 405 471 334 90 5
29 423 272 238 255 2
29 433 314 107 245 2
29 483 458 403 495 5
30 76 86 433 195 4
30 83 85 364 63 3
30 118 300 297 215 4
30 135 238 405 15 7
30 164 281 344 191 1
30 181 202 247 204 3
30 235 185 225 350 4
30 251 92 221 204 3
30 278 481 79 82 7
30 281 36 158 192 8
30 285 322 293 265 1
30 308 225 187 380 5
30 318 352 74 177 4
30 356 185 166 306 0
30 372 212 212 474 7
30 387 259 116 157 6
30 388 141 341 227 7
30 398 364 490 144 5
30 409 187 315 157 4
30 411 178 112 402 6
30 440 250 400 149 6
30 474 65 440 472 5
30 482 125 482 355 3
30 487 107 11 224 2
30 493 475 351 260 0
31 0 147 96 163 7
31 30 157 280 162 0
31 75 467 359 311 10
31 80 363 91 175 3
31 96 126 426 187 6
31 97 163 160 361 8
31 153 224 401 70 5
31 164 34 319 336 5
31 181 452 463 201 5
31 198 149 84 76 6
31 202 162 158 355 6
31 224 393 320 289 10
31 231 147 413 80 5
31 238 24 443 476 5
31 278 249 174 71 0
31 287 171 421 297 3
31 306 125 174 383 5
31 324 32 182 121 2
31 326 364 131 127 3
31 342 485 324 181 4
31 395 373 490 99 0
31 465 165 495 56 5
32 8 317 350 7 8
32 35 493 456 190 7
32 39 219 358 327 7
32 46 80 352 438 4
32 88 26 496 295 4
32 90 386 155 247 1
32 94 194 210 241 0
32 111 121 273 21 7
32 157 477 396 34 0
32 184 158 492 393 4
32 194 151 170 115 2
32 241 237 265 70 2
32 251 410 39 246 6
32 253 25 17 435 10
32 329 396 439 400 3
32 355 21 496 197 2
32 361 285 5 159 5
32 418 1 170 13 4
32 419 222 298 456 4
32 435 14 54 137 4
32 468 41 14 445 0
32 499 246 197 421 7
33 17 100 85 272 0
33 28 182 495 324 2
33 87 187 210 6 6
33 134 1 442 135 0
33 146 4 320 428 5
33 160 109 115 221 7
33 161 121 223 26 8
33 292 42 217 21 6
33 293 229 258 342 5
33 336 444 421 211 2
33 341 39 147 365 0
33 346 41 453 139 2
33 355 236 47 47 2
33 377 388 481 352 4
33 387 173 370 40 3
33 443 489 174 84 0
33 464 346 481 30 6
34 0 438 28 208 6
34 2 211 115 340 5
34 22 141 98 90 6
34 38 159 235 465 4
34 53 356 301 227 4
34 54 249 180 108 4
34 77 483 291 77 6
34 96 447 270 217 12
34 99 181 460 351 2
34 106 285 168 235 6
34 115 365 336 247 1
34 126 216 233 366 4
34 131 46 167 174 6
34 144 142 226 157 6
34 161 41 413 356 3
34 214 187 306 94 9
34 273 416 38 174 11
34 291 406 418 385 6
34 312 78 371 53 4
34 326 370 62 403 10
34 333 17 136 197 3
34 369 429 448 130 0
35 12 284 9 13 7
35 29 366 124 464 0
35 48 2 185 403 8
35 83 261 480 408 4
35 86 92 9 464 3
35 133 415 418 62 2
35 141 43 320 444 0
35 199 342 411 314 0
35 205 113 436 425 5
35 263 254 233 160 7
35 323 35 419 130 2
35 362 369 70 311 6
35 415 383 181 333 9
35 418 367 41 364 6
35 427 257 158 114 5
35 431 44 118 335 2
35 464 106 456 9 0
35 471 478 370 159 0
36 96 365 164 439 7
36 158 313 173 50 5
36 159 361 156 479 3
36 182 244 180 490 5
36 214 93 451 206 5
36 230 455 489 35 6
36 254 374 5 253 8
36 278 198 84 77 11
36 313 60 492 401 11
36 332 258 89 27 6
37 15 465 439 255 6
37 26 484 260 435 5
37 46 54 106 194 4
37 62 323 68 439 9
37 67 451 88 461 1
37 78 310 6 75 1
37 99 150 277 130 3
37 100 116 400 129 5
37 138 57 151 490 4
37 156 167 470 373 5
37 159 492 80 85 1
37 164 248 311 495 0
37 197 226 458 276 0
37 209 455 105 161 4
37 229 138 459 187 6
37 247 120 457 274 2
37 275 386 484 46 5
37 299 493 130 479 0
37 302 156 173 376 7
37 306 196 297 412 4
37 311 349 407 459 9
37 316 69 203 79 9
37 363 152 205 141 8
37 407 488 326 394 6
37 408 131 464 137 3
37 420 343 99 360 6
37 434 379 324 124 3
37 470 346 428 190 0
38 16 192 114 354 6
38 25 378 419 108 0
38 53 199 122 25 7
38 55 301 494 238 5
38 74 285 37 183 2
38 87 348 318 385 8
38 96 315 41 131 4
38 99 338 451 263 1
38 152 380 442 401 4
38 163 304 68 32 6
38 179 440 281 207 2
38 201 388 135 295 10
38 236 370 480 316 6
38 236 490 285 75 4
38 252 200 90 387 6
38 272 251 266 212 6
38 275 14 434 183 10
38 296 0 286 234 8
38 337 151 317 65 3
38 339 478 36 25 7
38 346 178 84 312 2
38 353 147 470 455 6
38 362 226 322 454 7
38 394 443 445 215 1
38 429 434 235 189 3
38 444 312 414 484 10
38 486 302 315 445 2
38 491 66 173 53 1
39 4 145 222 264 5
39 32 314 308 412 8
39 56 297 447 272 8
39 91 390 79 285 4
39 92 256 166 103 8
39 114 308 467 227 8
39 152 45 60 415 6
39 261 249 315 436 0
39 261 285 14 164 3
39 288 102 56 493 6
39 292 246 153 336 2
39 292 412 192 33 7
39 305 242 0 256 9
39 338 154 212 210 5
39 348 244 294 164 1
39 351 158 111 250 6
39 366 18 237 123 3
39 394 349 39 35 1
39 409 490 305 458 3
39 416 88 244 131 3
39 425 30 48 224 6
39 428 481 389 44 2
39 451 43 451 34 4
39 451 368 299 303 5
39 483 264 371 189 2
39 487 484 88 316 6
39 489 392 429 402 4
40 13 277 3 148 3
40 107 477 252 109 3
40 138 346 272 140 6
40 239 47 174 371 3
40 263 6 147 398 4
40 275 67 25 377 2
40 317 255 246 12 4
40 328 184 315 7 2
40 349 390 74 220 8
40 353 440 434 482 8
40 413 262 316 85 5
40 444 242 71 190 3
41 1 98 205 297 2
41 5 383 131 363 6
41 38 182 217 337 4
41 42 10 445 183 3
41 48 74 429 436 4
41 80 106 196 96 6
41 151 471 55 447 7
41 152 463 358 140 5
41 182 42 171 152 9
41 277 454 114 448 5
41 278 266 467 400 1
41 298 213 376 317 2
41 298 293 226 289 1
41 308 483 13 311 6
41 325 245 356 13 0
41 327 111 384 421 0
41 329 112 494 461 0
41 362 415 133 401 2
41 366 90 491 7 2
41 382 195 486 448 7
41 401 75 332 146 6
41 408 266 337 180 6
41 415 379 41 452 2
41 428 364 457 365 2
42 1 47 14 404 2
42 9 184 148 228 4
42 47 176 254 477 2
42 72 208 325 441 0
42 77 466 32 445 3
42 89 352 73 32 2
42 115 143 95 401 2
42 128 200 450 458 5
42 131 463 160 175 1
42 138 353 433 25 2
42 161 220 134 32 3
42 164 222 452 93 8
42 169 37 448 326 0
42 178 415 28 413 0
42 190 363 391 231 0
42 192 248 386 437 3
42 198 427 384 393 5
42 203 310 261 152 9
42 211 264 148 85 3
42 233 83 206 341 8
42 254 7 102 44 0
42 286 439 317 458 3
42 295 216 235 339 0
42 307 28 414 378 6
42 310 236 400 460 7
42 367 58 121 124 5
42 373 446 369 372 7
42 377 455 492 351 2
42 385 178 187 366 7
42 392 417 299 318 9
42 424 492 148 237 4
42 457 364 327 314 2
43 54 126 349 174 2
43 55 188 66 181 0
43 75 178 143 197 4
43 115 298 201 106 5
43 116 389 72 304 8
43 137 169 302 474 6
43 184 150 488 164 1
43 190 292 61 26 5
43 192 434 46 454 8
43 251 70 114 428 7
43 268 405 38 414 0
43 292 259 386 294 6
43 334 105 60 405 5
43 342 19 330 442 1
43 369 107 285 360 11
43 380 413 279 248 8
43 405 160 205 279 10
43 441 265 326 158 3
43 444 138 59 143 6
43 479 430 96 280 8
43 498 138 104 88 8
44 8 362 64 342 5
44 16 304 404 119 5
44 126 270 251 79 2
44 128 394 370 383 5
44 141 372 65 87 7
44 198 392 281 193 0
44 224 347 474 385 6
44 227 439 64 70 7
44 242 19 54 392 6
44 291 304 324 27 2
44 295 194 55 285 6
44 329 207 299 36 3
44 330 372 258 184 4
44 350 475 109 230 1
44 462 307 474 155 4
44 469 187 44 481 3
44 470 164 57 39 3
45 15 326 322 139 6
45 19 362 317 447 0
45 34 73 30 79 4
45 42 195 20 33 0
45 77 191 13 409 6
45 92 373 126 323 2
45 102 454 235 132 4
45 116 236 145 18 3
45 133 110 394 91 8
45 167 125 193 32 2
45 180 9 425 180 5
45 213 75 413 443 1
45 231 494 60 118 4
45 234 445 28 156 3
45 242 322 107 123 0
45 253 134 355 47 7
45 267 106 36 491 5
45 352 166 135 413 7
45 355 308 107 176 3
45 358 467 105 52 4
45 360 463 348 158 0
45 372 42 495 209 6
45 374 425 474 250 6
45 376 203 492 60 0
45 389 219 337 112 3
45 440 100 120 10 1
45 444 368 225 370 4
45 464 489 91 106 6
45 478 41 314 403 6
45 480 346 322 169 4
46 12 29 436 147 2
46 33 141 201 91 6
46 34 405 222 446 1
46 105 426 271 98 0
46 106 284 203 300 9
46 106 430 411 171 0
46 144 271 393 24 0
46 161 208 329 36 6
46 172 24 207 230 3
46 190 189 65 396 1
46 201 351 265 240 4
46 204 423 126 146 4
46 214 185 456 152 1
46 223 355 376 499 7
46 251 219 192 381 4
46 253 446 385 85 1
46 259 61 290 398 1
46 265 220 164 171 5
46 284 350 294 284 7
46 323 233 298 73 7
46 371 311 401 0 5
46 385 476 72 401 8
46 440 319 340 499 5
47 3 165 136 373 7
47 44 11 389 143 5
47 50 175 144 486 2
47 88 492 370 53 3
47 109 90 229 143 7
47 170 26 295 56 7
47 199 303 409 268 2
47 216 224 240 143 6
47 218 482 397 42 4
47 250 240 256 247 3
47 277 233 99 177 3
47 280 499 302 126 5
47 332 212 338 192 2
47 335 11 171 210 8
47 349 107 456 11 8
47 356 300 348 361 5
47 358 261 276 29 6
47 394 334 311 427 1
47 397 77 270 102 9
47 436 103 252 195 5
47 475 315 237 477 4
47 478 62 310 302 3
48 20 369 8 230 1
48 29 343 240 377 6
48 48 24 54 416 5
48 74 293 90 397 2
48 78 383 254 413 2
48 97 250 454 144 1
48 113 477 176 469 5
48 128 30 47 91 5
48 162 164 279 385 1
48 197 223 180 137 2
48 202 87 317 270 8
48 210 87 471 488 6
48 304 193 67 262 0
48 341 192 288 152 6
48 344 407 180 254 3
48 358 168 77 203 7
48 385 421 135 364 6
48 411 333 61 300 8
48 432 234 459 429 3
48 437 437 402 336 1
48 445 281 394 125 0
48 466 151 360 170 7
48 472 61 282 415 1
48 485 72 326 235 1
48 492 483 464 273 5
48 495 439 281 234 8
49 9 52 426 272 6
49 9 223 161 338 7
49 29 48 74 467 0
49 31 305 151 224 4
49 62 108 409 265 4
49 68 275 8 177 5
49 70 492 179 212 3
49 94 74 11 342 6
49 168 262 375 43 8
49 295 21 404 359 4
49 305 248 234 406 8
49 322 175 484 0 2
49 344 57 53 304 8
49 362 343 305 273 10
49 374 153 86 458 9
49 397 488 33 473 7
49 414 170 419 239 0
49 464 106 74 120 6
49 477 239 19 200 6
50 29 108 187 41 6
50 35 267 135 263 8
50 54 465 388 485 0
50 89 324 100 157 7
50 125 293 59 14 1
50 179 215 378 492 9
50 191 358 252 345 7
50 222 116 144 378 7
50 230 198 419 66 0
50 272 43 305 126 5
50 288 29 105 294 6
50 290 156 88 320 2
50 297 442 456 313 6
50 313 182 292 54 1
50 340 80 43 314 8
50 387 177 280 363 6
50 394 281 287 18 4
50 394 424 398 211 10
50 402 9 326 327 8
50 404 372 295 447 5
51 19 135 52 180 9
51 55 490 329 434 3
51 58 35 22 337 3
51 83 263 129 342 0
51 85 18 267 382 1
51 114 458 435 167 4
51 126 11 232 54 9
51 141 288 237 252 3
51 158 242 241 485 7
51 160 354 309 421 3
51 204 484 64 98 6
51 218 66 383 385 7
51 241 215 446 122 7
51 262 292 293 51 5
51 291 110 94 478 4
51 319 488 253 349 6
51 320 195 60 101 2
51 336 48 246 6 2
51 352 167 161 6 7
51 353 159 50 281 3
51 355 184 222 24 0
51 395 39 482 137 5
51 417 115 279 497 6
51 422 263 215 405 1
51 426 492 472 412 4
51 429 470 7 198 0
51 458 415 72 84 11
51 495 160 463 71 3
52 17 358 124 54 4
52 31 195 373 491 6
52 45 76 86 212 8
52 98 46 60 31 5
52 161 228 237 332 5
52 388 357 297 452 9
52 403 356 270 481 0
52 410 499 105 379 9
52 424 260 271 316 1
52 428 89 262 110 4
52 449 168 269 402 5
53 17 347 215 84 5
53 65 418 131 288 2
53 72 83 415 334 0
53 115 284 54 476 2
53 118 86 366 84 3
53 132 189 153 384 4
53 133 61 77 359 3
53 183 27 321 288 4
53 189 248 330 8 5
53 194 241 185 377 8
53 214 112 6 371 4
53 219 380 93 114 4
53 224 234 277 124 3
53 262 212 277 475 8
53 262 385 224 462 5
53 263 441 240 140 4
53 269 456 365 100 6
53 278 280 474 18 6
53 289 155 254 368 3
53 331 76 262 339 3
53 351 253 344 26 0
53 358 334 191 36 2
53 362 382 230 226 9
53 460 39 7 200 9
53 464 349 69 371 8
54 19 312 280 441 1
54 34 258 184 150 4
54 54 370 363 488 9
54 84 471 250 290 8
54 207 112 398 292 7
54 222 289 403 478 2
54 277 361 495 277 7
54 278 59 237 157 4
54 296 25 91 153 6
54 341 239 326 469 6
54 354 285 81 30 7
54 415 473 88 211 7
54 460 338 207 248 4
54 467 440 354 482 1
54 477 73 475 344 10
54 487 108 6 248 10
54 488 457 440 209 1
54 495 203 254 361 1
55 0 396 47 196 10
55 10 414 420 453 4
55 10 467 331 448 10
55 39 468 48 17 2
55 43 72 308 35 8
55 88 470 56 160 8
55 125 457 155 346 7
55 144 144 249 281 0
55 198 190 190 445 6
55 216 244 159 471 0
55 266 134 361 107 3
55 280 51 20 390 4
55 321 457 60 128 6
55 388 221 5 294 5
55 404 361 434 85 4
55 418 228 218 259 7
55 436 334 413 238 3
55 453 336 497 73 10
56 22 332 143 171 6
56 37 205 347 29 3
56 44 414 27 409 9
56 48 224 370 366 3
56 56 159 30 211 7
56 63 100 382 388 3
56 114 206 303 219 7
56 129 426 167 11 2
56 136 380 66 478 11
56 226 87 113 46 3
56 236 280 140 129 4
56 287 251 172 264 6
56 343 226 304 421 3
